nameBold,nameThin,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
Dalafröjd,Halvtorr Lingonmjöd,Mjödhamnen,2013,13.0,750.0,177.0,Sverige,Dalarnas län,,Aperitif & Dessert,Smaksatta viner & fruktviner,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dalafröjd-7967201,,
Grande Recolte,,Château de Berne,2019,13.0,1500.0,339.0,Frankrike,Provence,Côtes de Provence,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C till sallader, till rätter av fisk eller kyckling eller som sällskapsdryck.","Bärig, mycket frisk smak med inslag av rabarber, färska örter, smultron och blodgrapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/grande-recolte-7528606,https://product-cdn.systembolaget.se/productimages/967419/967419,
E. Guigal,Côtes-du-Rhône,E Guigal,2016,14.5,1500.0,295.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,Kryddigt & Mustigt,"Serveras vid 16-18°C till rätter av lamm- eller nötkött, gärna grytor eller stekar.","Kryddig smak med fatkaraktär, inslag av björnbär, lagerblad, hallon, svartpeppar, lakrits och vanilj.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/e.-guigal-201106,,
Jurtschitsch,Stein Grüner Veltliner,Weingut Jurtschitsch,2019,12.5,750.0,189.0,Österrike,Niederösterreich,Kamptal,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/jurtschitsch-7394201,https://product-cdn.systembolaget.se/productimages/967841/967841,
Duss,Moscato d'Asti,Gagliasso Mario,2020,5.0,750.0,161.0,Italien,Piemonte,Moscato d'Asti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/duss-7169701,https://product-cdn.systembolaget.se/productimages/968832/968832,
El Pulpo,Chardonnay,Bodegas Isidro Milagro,,14.0,750.0,129.0,Spanien,,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/el-pulpo-7303301,,
Mitolo,Angela Shiraz,Mitolo Wines,2016,14.5,750.0,209.0,Australien,South Australia,Fleurieu,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mitolo-7603801,,
Rosso di Montalcino,Uccelliera,Azienda Agricola Uccelliera,2017,14.0,750.0,287.0,Italien,Toscana,Rosso di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/rosso-di-montalcino-7221001,,
Mitolo,G.A.M. Shiraz,Mitolo Wines,2017,14.5,750.0,296.0,Australien,South Australia,Fleurieu,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/mitolo-7547001,,
Massimago Magó,Brut Rosé,Az. Agricola Camilla Rossi Chauvenet,2018,11.5,750.0,242.0,Italien,,,Mousserande vin,Rosé,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/massimago-magó-7504901,,
Tinto Iturria,,Bodegas Iturria,2010,14.5,750.0,189.0,Spanien,Kastilien-León,Toro,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tinto-iturria-7585801,,
Kuehn,Riesling,Vins d'Alsace Kuehn,2018,12.0,750.0,129.0,Frankrike,Alsace,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/kuehn-7446201,https://product-cdn.systembolaget.se/productimages/973005/973005,
Chablis Premier Cru,Fourchaume,Domaine de Oliveira Lecestre,2017,13.5,750.0,332.0,Frankrike,Bourgogne,Chablis,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chablis-premier-cru-7847001,,
Langhe Chardonnay,Enzo Boglietti,Azienda Agricola Enzo Boglietti,2017,13.5,750.0,189.0,Italien,Piemonte,Langhe,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/langhe-chardonnay-7873901,https://sb-product-media-prod.azureedge.net/productimages/9737682/9737682,
Waterkloof,Circle of Life Merlot Shiraz Petit Verdot,Waterkloof Wines,2012,14.5,750.0,237.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/waterkloof-7723101,,
Seriously Cool,Cinsault,Waterkloof Wines,2015,12.5,750.0,197.0,Sydafrika,Western Cape,Coastal Region,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/seriously-cool-7973701,,
Monteoro,Gallura Superiore,Sella & Mosca Commerciale Srl,2019,14.5,750.0,145.0,Italien,Sardinien,Vermentino di Gallura,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/monteoro-7388101,https://product-cdn.systembolaget.se/productimages/975568/975568,
Campo Eliseo,Cuvée Alegre,Bodega Burdigala,2018,13.5,750.0,149.0,Spanien,Kastilien-León,Rueda,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/campo-eliseo-7378501,,
Chambolle-Musigny,Domaine Roux,Domaine Roux,2015,13.0,750.0,649.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/chambolle-musigny-534701,https://product-cdn.systembolaget.se/productimages/978763/978763,
Starmont,Pinot Noir,Starmont Winery & Vineyards,2015,13.5,750.0,367.0,USA,Kalifornien,North Coast,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/starmont-7973301,,
Villa Locatelli,Pinot Grigio,Tenuta di Angoris,2017,12.5,750.0,99.0,Italien,Friuli-Venezia-Giulia,Isonzo del Friuli,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/villa-locatelli-7306801,,
Barolo,BelColle Monvigliero,Agricola Bosio srl,2016,14.5,750.0,435.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-7187901,https://product-cdn.systembolaget.se/productimages/9811477/9811477,
Litorale,Vermentino,Val delle Rose,2019,13.0,750.0,149.0,Italien,Toscana,Maremma Toscana,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/litorale-7234001,https://product-cdn.systembolaget.se/productimages/987826/987826,
Klingenberg,Buntsandstein Spätburgunder,Weingut Klingenberg,2014,12.5,750.0,195.0,Tyskland,,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/klingenberg-7525701,https://product-cdn.systembolaget.se/productimages/989221/989221,
Oremus,Late Harvest Tokaji Cuvée,Tokaj Oremus,2013,12.0,500.0,219.0,Ungern,Tokaj,,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/oremus-7615002,,
Ant Moore,Sauvignon Blanc,Spinning Top Wines,2018,13.0,750.0,172.0,Nya Zeeland,Marlborough,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/ant-moore-7101701,,
Constitution Road,Chardonnay,Robertson Winery,2017,14.0,750.0,159.0,Sydafrika,Western Cape,Breede River Valley,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/constitution-road-7505101,https://product-cdn.systembolaget.se/productimages/992337/992337,
Dolcetto d'Alba,Massolino,Massolino,2019,13.0,750.0,159.0,Italien,Piemonte,Dolcetto d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/dolcetto-d'alba-7295001,https://product-cdn.systembolaget.se/productimages/995964/995964,
Entrecôte,Merlot Cabernet Sauvignon Syrah,Les Grands Chais de France,2018,14.0,750.0,99.0,Frankrike,Languedoc-Roussillon,Pays d'Oc,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/entrecôte-7263201,https://product-cdn.systembolaget.se/productimages/999960/999960,
Nederburg,The Brewmaster Bordeaux Blend,Nederburg Wines,2017,14.5,750.0,219.0,Sydafrika,Western Cape,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/nederburg-7298601,https://product-cdn.systembolaget.se/productimages/1129148/1129148,
Viñas del Vero,Ecologico Merlot Cabernet Sauvignon,Viñas del Vero,2013,14.0,750.0,89.0,Spanien,Aragonien,Somontano,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/viñas-del-vero-7826101,,
Valpolicella Ripasso Classico Superiore,Begali Vigneto la Cengia,Begali Lorenzo,2018,13.5,750.0,207.0,Italien,Venetien,Valpolicella,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/valpolicella-ripasso-classico-superiore-7251001,,
Villa Maria,Hawkes Bay Chardonnay Reserve,Villa Maria Estate,2017,13.5,750.0,199.0,Nya Zeeland,Hawke's Bay,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/villa-maria-7558701,,
Paleokerisio,,Domaine Glinavos,2019,10.5,500.0,140.0,Grekland,Epirus,Ioannina,Mousserande vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/paleokerisio-7128702,,
Colterenzio,Pinot Grigio,Colterenzio,2016,13.5,750.0,169.0,Italien,Trentino-Alto Adige,Alto Adige,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/colterenzio-7241901,,
Le Fonti,Fontissimo,Fattoria Le Fonti,2015,14.0,750.0,309.0,Italien,Toscana,Alta Valle della Greve,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/le-fonti-7351701,,
Sancerre,La Moussière,Alphonse Mellot,2015,13.0,750.0,284.0,Frankrike,Loiredalen,Sancerre,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sancerre-7203001,,
Tanca Farrà,Alghero,Sella & Mosca Commerciale Srl,2016,13.5,750.0,179.0,Italien,Sardinien,Alghero,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tanca-farrà-7884101,https://product-cdn.systembolaget.se/productimages/1136170/1136170,
Langhe Nebbiolo,Ochetti,Renato Ratti,2018,14.0,1500.0,399.0,Italien,Piemonte,Langhe,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/langhe-nebbiolo-7884206,,
Jordan,Barrel Fermented Chardonnay,Jordan Winery,2018,13.5,750.0,199.0,Sydafrika,Western Cape,Coastal Region,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/jordan-7366401,https://product-cdn.systembolaget.se/productimages/1139309/1139309,
Moulin d´Issan,Bordeaux Superior,Ginestet,2014,13.0,750.0,199.0,Frankrike,Bordeaux,Bordeaux Supérieur,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/moulin-d´issan-7321301,,
Deka,Dry White,Oenogenesis S.A.,2012,13.0,750.0,192.0,Grekland,Makedonien,Drama,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/deka-7300001,,
Feggites,Red Dry,Oenogenesis S.A.,2011,13.5,750.0,141.0,Grekland,Makedonien,Drama,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/feggites-7506201,,
Graham's,10 Years Old Tawny Port,W & J Graham & Co,,20.0,200.0,119.0,Portugal,Douro,Porto,Aperitif & Dessert,Portvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/graham's-8812104,https://sb-product-media-prod.azureedge.net/productimages/1141581/1141581,
Graham's,30 Years Old Tawny Port,W & J Graham & Co,,20.0,200.0,419.0,Portugal,Douro,Porto,Aperitif & Dessert,Portvin,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/graham's-8258704,,
Geyerhof Stockwerk,Grüner Veltiner Bio,Weingut Geyerhof - Familie Maier,2019,12.0,750.0,139.0,Österrike,Niederösterreich,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/geyerhof-stockwerk-7562201,https://product-cdn.systembolaget.se/productimages/1141621/1141621,
Vîna Ane Centenaria,Blanco,Bodega del Monge-Garbati,2014,13.0,750.0,237.0,Spanien,Rioja,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vîna-ane-centenaria-7544201,,
Barolo Riserva,Stefano Farina,Stefano Farina,2011,15.0,750.0,447.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-riserva-7663801,,
Moscato d'Asti,Stefano Farina,Stefano Farina,2015,5.0,750.0,118.0,Italien,Piemonte,Moscato d'Asti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/moscato-d'asti-7163501,,
Sassaia di Albereto,Sangiovese,Stefano Farina,2012,13.5,750.0,218.0,Italien,Toscana,,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sassaia-di-albereto-7193201,,
Sandahl,Dry Honey Riesling,Villa Sandahl Kft.,2015,14.5,750.0,496.0,Ungern,Balaton,Badacsony,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/sandahl-7415001,,
Domaine,Caroline Bonnefoy,Caroline Bonnefoy,2012,13.5,750.0,119.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-7479101,,
J.Bouchon,Carménère Reserva,Bouchon Family Wines,2015,14.0,750.0,147.0,Chile,Valle Central,Maule,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/j.bouchon-7343001,,
Castello di Brolio,Vin Santo,Barone Ricasoli,2011,16.5,500.0,445.0,Italien,Toscana,Chianti,Vitt vin,Sött,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/castello-di-brolio-7947902,,
J. Bouchon,Block Series Malbec Reserva,Bouchon Family Wines,2013,13.0,750.0,197.0,Chile,Valle Central,Maule,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/j.-bouchon-7005101,,
Vougeot,Premier Cru Les Cras,Domaine Rion,2013,13.0,750.0,642.0,Frankrike,Bourgogne,Côte de Nuits,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/vougeot-7304001,,
Boscarelli Prugnolo,Rosso di Montepulciano,Boscarelli,2017,13.5,750.0,161.0,Italien,Toscana,Rosso di Montepulciano,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/boscarelli-prugnolo-7021901,,
Scala Dei Cartoixa,,Cellers Scala Dei,2016,14.5,750.0,399.0,Spanien,Katalonien,Priorat,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/scala-dei-cartoixa-7468401,https://sb-product-media-prod.azureedge.net/productimages/1152524/1152524,
Antico Monastero,Barbaresco,Agricola Bosio srl,2017,14.0,750.0,294.0,Italien,Piemonte,Barbaresco,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/antico-monastero-7068101,https://product-cdn.systembolaget.se/productimages/1153410/1153410,
Cornas,Terres Brulées Syrah,Jean-Luc Colombo,2016,13.5,750.0,489.0,Frankrike,Rhonedalen,Cornas,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/cornas-7945201,,
Barolo,Principiano Giuseppe,Principiano Giuseppe,2015,14.0,750.0,348.0,Italien,Piemonte,Barolo,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barolo-7508701,,
Camins del Priorat,,Alvaro Palacios,2018,14.5,1500.0,479.0,Spanien,Katalonien,Priorat,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/camins-del-priorat-7415306,,
Saint Joseph,Les Lauves,Jean-Luc Colombo,2018,13.5,750.0,299.0,Frankrike,Rhonedalen,Saint-Joseph,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/saint-joseph-7495001,,
Condrieu,Amour de Dieu,Jean-Luc Colombo,2017,14.0,750.0,499.0,Frankrike,Rhonedalen,Côtes du Rhône,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/condrieu-7593101,,
Tribaut,Cuvée René Brut,Tribaut,,12.5,750.0,425.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/tribaut-7788201,https://product-cdn.systembolaget.se/productimages/1054701/1054701,
Wildflower,Chardonnay Sauvignon Blanc,McPherson Wines,2019,12.5,750.0,89.0,Australien,,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/wildflower-7480301,,
Callia Magna,Cabernet Sauvignon,Bodegas Callia,2011,13.5,750.0,123.0,Argentina,Cuyo,San Juan,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/callia-magna-7208101,,
Pruno,Drei Doná Sangiovese Riserva,Drei Donà - Tenuta La Palazza,2013,13.5,750.0,275.0,Italien,Emilia-Romagna,Romagna,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/pruno-7402101,https://product-cdn.systembolaget.se/productimages/1055138/1055138,
Brunello di Montalcino,Altesino,Altesino,2015,14.0,750.0,439.0,Italien,Toscana,Brunello di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/brunello-di-montalcino-7385001,,
Brunello di Montalcino,Montosoli,Altesino,2015,14.0,750.0,649.0,Italien,Toscana,Brunello di Montalcino,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/brunello-di-montalcino-7305401,,
Barbera d'Alba,Cascina delle Rose,Azienda Agricola Cascina delle Rose,2015,14.0,750.0,180.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/barbera-d'alba-7238101,,
Hervé Dubois,Blanc de Blancs Grand Cru,Hervé Dubois,2009,12.0,750.0,469.0,Frankrike,Champagne,,Mousserande vin,Torrt vitt,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/hervé-dubois-7749501,,
Old Hands,Roble,Bodega La Purisima,2018,14.0,750.0,114.0,Spanien,Murcia,Yecla,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/old-hands-7178801,,
Schild Estate,Barossa Valley Shiraz,Schild Estate Wines,2015,14.5,750.0,199.0,Australien,South Australia,Adelaide,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/schild-estate-7539801,,
Capannelle,Chardonnay,Capannelle,2013,13.0,750.0,352.0,Italien,Toscana,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/capannelle-7165901,,
Weszeli,Terrafactum Loiserberg Riesling,Weingut Weszeli,2017,12.5,750.0,229.0,Österrike,Niederösterreich,Kamptal,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/weszeli-7436701,,
Erbaluna,Barbera d'Alba La Rosina,Az. Agricola Erbaluna,2017,15.5,750.0,202.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/erbaluna-7012501,https://sb-product-media-prod.azureedge.net/productimages/1183202/1183202,
Hofer,Riesling,Bio-Weingut H. u. M. Hofer,2017,13.5,750.0,180.0,Österrike,,,Vitt vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/hofer-7603301,https://sb-product-media-prod.azureedge.net/productimages/1183404/1183404,
Erbaluna,Dolcetto d’Alba Le Liste,Az. Agricola Erbaluna,2017,14.0,750.0,163.0,Italien,Piemonte,Barbera d'Alba,Rött vin,,,,0.0%,0.0%,0.0%,0.0%,0.0%,https://www.systembolaget.se/produkt/vin/erbaluna-7258801,https://sb-product-media-prod.azureedge.net/productimages/1183425/1183425,
