name,producer,year,alcoholPercentage,volume,price,country,region,district,type,categoryTaste,usage,taste,tasteBitter,tasteSweetness,tasteFruitAcid,tasteBody,tasteRoughness,url,imageURL,grapes
"Côtes-du-Rhône, Côtes-du-Rhône",Pellerin,2019,14.0,750.0,79.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,Kryddigt & Mustigt,"Serveras vid 16-18°C till rätter av fläsk-, lamm- eller nötkött.","Kryddig smak med inslag av björnbär, blåbär, viol, svartpeppar och lagerblad.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/côtes-du-rhône-601801,https://product-cdn.systembolaget.se/productimages/3218/3218,Syrah---Grenache noir---Mourvèdre
"Lat 42, Lat 42",Torre de Oña,2013,14.0,750.0,129.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Mogen, kryddig smak med fatkaraktär, inslag av torkad frukt, kanel, dill, pomerans, nötter och tobak.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/lat-42-1267901,https://product-cdn.systembolaget.se/productimages/338837/338837,Tempranillo
"Stoneleigh, Stoneleigh",Stoneleigh Vineyards,2019,13.0,750.0,109.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till fisk- och skaldjursrätter, eller till getost, eller till lättare vegetariska rätter.","Aromatisk, mycket frisk, ungdomlig smak med inslag av krusbär, päron, nässlor, svartvinbärsblad och lime.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/stoneleigh-631101,https://product-cdn.systembolaget.se/productimages/3456/3456,Sauvignon blanc
"Gustave Lorentz, Gustave Lorentz",Gustave Lorentz,2019,12.5,750.0,109.0,Frankrike,Alsace,,Vitt vin,Druvigt & Blommigt,Serveras vid 8-10°C som aperitif eller till lättare rätter av fisk och skaldjur.,"Druvig, mycket frisk smak med inslag av päron, vita blommor, persika, örter och citrusskal.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/gustave-lorentz-2225701,https://product-cdn.systembolaget.se/productimages/38233/38233,Riesling
"Campolieti, Campolieti",Luigi Righetti,2018,13.5,750.0,115.0,Italien,Venetien,Valpolicella,Rött vin,Kryddigt & Mustigt,"Serveras vid 16-18°C till rätter av fläsk-, lamm- eller nötkött.","Kryddig smak med fatkaraktär, inslag av körsbär, choklad, russin, kryddnejlika och kanel.",0.0%,0.0%,75.0%,66.66666666666666%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/campolieti-679201,https://product-cdn.systembolaget.se/productimages/3877/3877,Corvina---Molinara---Rondinella
"McManis, McManis",McManis Family Vineyards,2019,13.5,750.0,115.0,USA,Kalifornien,,Rött vin,Fruktigt & Smakrikt,"Serveras vid cirka 18°C till smakrika, gärna grillade rätter av lamm- eller nötkött.","Generöst fruktig smak med tydlig fatkaraktär, inslag av björnbär, plommon, vanilj, kaffe, hallon, mörk choklad och kryddor.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/mcmanis-652001,https://product-cdn.systembolaget.se/productimages/390909/390909,Petite sirah
"Nivole, Nivole",Michele Chiarlo,2019,5.0,375.0,85.0,Italien,Piemonte,Moscato d'Asti,Vitt vin,Sött,Serveras vid 6-8°C till desserter av frukt och bär.,"Blommig, pärlande, söt smak med inslag av päron, mandarin, fläder och honung.",0.0%,75.0%,66.66666666666666%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/nivole-778702,https://product-cdn.systembolaget.se/productimages/40220/40220,Muscat blanc à petits grains
"Petit Chablis, Petit Chablis",La Chablisienne,2019,12.5,750.0,139.0,Frankrike,Bourgogne,Chablis,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C som aperitif eller till lättare rätter av fisk och skaldjur.,"Fruktig, nyanserad, mycket frisk smak med inslag av gröna äpplen, päron, mineral, örter och citron.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/petit-chablis-558501,https://product-cdn.systembolaget.se/productimages/46908/46908,Chardonnay
"Cantina Zaccagnini, Cantina Zaccagnini",Ciccio Zaccagnini,2018,12.5,750.0,115.0,Italien,Abruzzerna,Montepulciano d'Abruzzo,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, kakao, färska örter och vanilj.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/cantina-zaccagnini-302301,https://product-cdn.systembolaget.se/productimages/504515/504515,Montepulciano
"Castelforte, Castelforte",Cantine Riondo,,11.0,375.0,54.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som sällskapsdryck, eller till lättare rätter av fisk och skaldjur.","Torr, ungdomlig smak med inslag av päron, honungsmelon och citrus.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/castelforte-772002,https://product-cdn.systembolaget.se/productimages/508157/508157,Glera
"Alvarinho Contacto, Alvarinho Contacto",Anselmo Mendes,2019,12.5,750.0,120.0,Portugal,Vinho Verde,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C som aperitif eller till fisk- eller skaldjursrätter, eller till lättare vegetariska rätter.","Nyanserad, fruktig, mycket frisk smak med inslag av gula päron, galiamelon, färska örter och limeskal.",0.0%,8.333333333333332%,83.33333333333334%,41.66666666666667%,0.0%,https://www.systembolaget.se/produkt/vin/alvarinho-contacto-670701,https://product-cdn.systembolaget.se/productimages/587665/587665,Alvarinho
"Les Fumées Blanches, Les Fumées Blanches",François Lurton,2019,12.0,750.0,95.0,Frankrike,,,Rosévin,Friskt & Bärigt,"Serveras vid cirka 8°C som sällskapsdryck, till rätter av fisk eller fågel, eller till sallader.","Bärig, mycket frisk smak med inslag av rabarber, örter, smultron och citrus.",0.0%,8.333333333333332%,83.33333333333334%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/les-fumées-blanches-2213801,https://product-cdn.systembolaget.se/productimages/600231/600231,Sauvignon gris
"Kung Fu Girl, Kung Fu Girl",Charles Smith Wines,2018,12.0,750.0,139.0,USA,Washington State,,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C till rätter av fisk och skaldjur.,"Fruktig, mycket frisk smak med liten sötma, inslag av gröna äpplen, honung, ananas och lime.",0.0%,25.0%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/kung-fu-girl-269001,https://product-cdn.systembolaget.se/productimages/635382/635382,Riesling
"A, A",Alpha Zeta,2017,15.0,750.0,199.0,Italien,Venetien,Valpolicella,Rött vin,Kryddigt & Mustigt,"Serveras vid cirka 18°C till lagrad hårdost, eller till smakrika rätter av nöt- och viltkött.","Kryddig, nyanserad smak med fatkaraktär, inslag av russin, torkade körsbär, choklad, hasselnötter, kryddnejlika och vanilj.",0.0%,0.0%,75.0%,83.33333333333334%,75.0%,https://www.systembolaget.se/produkt/vin/a-1234301,https://product-cdn.systembolaget.se/productimages/272067/272067,Corvina veronese---Rondinella---Cabernet sauvignon
"Mulderbosch, Mulderbosch",Mulderbosch Vineyards,2020,12.5,750.0,89.0,Sydafrika,Western Cape,Coastal Region,Rosévin,Friskt & Bärigt,"Serveras vid 8-10°C till sallader, till rätter av fisk eller kyckling eller som sällskapsdryck.","Bärig, mycket frisk smak med inslag av mogna jordgubbar, hallon, örter, persika och blodapelsin.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/mulderbosch-607701,https://product-cdn.systembolaget.se/productimages/302175/302175,Cabernet sauvignon
"Castelforte, Castelforte",Cantine Riondo,,11.0,375.0,54.0,Italien,Venetien,Prosecco,Mousserande vin,Torrt vitt,"Serveras vid 8-10°C som sällskapsdryck, eller till lättare rätter av fisk och skaldjur.","Torr, ungdomlig smak med inslag av päron, honungsmelon och citrus.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/castelforte-772002,https://product-cdn.systembolaget.se/productimages/508157/508157,Glera
"Domaine de Collavery, Domaine de Collavery",Domain de Collavery,2019,13.0,750.0,97.0,Frankrike,Provence,Coteaux d'Aix-en-Provence,Rosévin,Friskt & Bärigt,"Serveras vid cirka 8°C som sällskapsdryck, till rätter av fisk eller fågel, eller till sallader.","Bärig, mycket frisk smak med inslag av vattenmelon, smultron, färska örter och blodgrapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/domaine-de-collavery-285901,https://product-cdn.systembolaget.se/productimages/549220/549220,Grenache
"Petit Chablis, Petit Chablis",La Chablisienne,2019,12.5,750.0,139.0,Frankrike,Bourgogne,Chablis,Vitt vin,Friskt & Fruktigt,Serveras vid 8-10°C som aperitif eller till lättare rätter av fisk och skaldjur.,"Fruktig, nyanserad, mycket frisk smak med inslag av gröna äpplen, päron, mineral, örter och citron.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/petit-chablis-558501,https://product-cdn.systembolaget.se/productimages/46908/46908,Chardonnay
"Cantina Zaccagnini, Cantina Zaccagnini",Ciccio Zaccagnini,2018,12.5,750.0,115.0,Italien,Abruzzerna,Montepulciano d'Abruzzo,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig smak med fatkaraktär, inslag av mörka körsbär, björnbär, kakao, färska örter och vanilj.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/cantina-zaccagnini-302301,https://product-cdn.systembolaget.se/productimages/504515/504515,Montepulciano
"Brochet Réserve, Brochet Réserve",Ampelidae,2019,12.5,750.0,119.0,Frankrike,Loiredalen,IGP Val de Loire,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk eller skaldjur, eller till vegetariska rätter, gärna sallader.","Fruktig, något aromatisk smak med inslag av päron, persika, passionsfrukt och lime.",0.0%,8.333333333333332%,75.0%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/brochet-réserve-7896701,https://product-cdn.systembolaget.se/productimages/931821/931821,Sauvignon blanc
"Saint Clair, Saint Clair",Saint Clair Family Estate,2018,12.5,750.0,99.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk och skaldjur, eller till syrliga getostar.","Aromatisk, mycket frisk smak med inslag av päron, lime, svartvinbärsblad, krusbär och nässlor.",0.0%,8.333333333333332%,83.33333333333334%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/saint-clair-1200001,https://product-cdn.systembolaget.se/productimages/190680/190680,Sauvignon blanc
"Jacob's Creek, Jacob's Creek",Orlando,2018,14.5,375.0,47.0,Australien,South Eastern Australia,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till grillade rätter av lamm- eller nötkött.,"Fruktig smak med inslag av fat, björnbär, hallon, mörka körsbär, peppar, lakrits och örter.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/jacob's-creek-206602,https://product-cdn.systembolaget.se/productimages/21532/21532,Cabernet sauvignon---Shiraz
"Casillero del Diablo, Casillero del Diablo",Concha y Toro,2018,13.5,750.0,79.0,Chile,Valle Central,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Fruktig smak med inslag av fat, svarta vinbär, blåbär, choklad och vanilj.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/casillero-del-diablo-296201,https://product-cdn.systembolaget.se/productimages/2253/2253,Cabernet sauvignon
"Casillero del Diablo, Casillero del Diablo",Concha y Toro,2018,13.5,375.0,40.0,Chile,Valle Central,,Rött vin,Fruktigt & Smakrikt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Fruktig smak med inslag av fat, svarta vinbär, blåbär, choklad och vanilj.",0.0%,0.0%,75.0%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/casillero-del-diablo-296202,https://product-cdn.systembolaget.se/productimages/2254/2254,Cabernet sauvignon
"Spring Village, Spring Village",Spendrups,2018,12.0,187.0,25.0,Frankrike,Languedoc-Roussillon,Pays d'Oc,Rosévin,Fruktigt & Smakrikt,"Serveras vid cirka 8°C som sällskapsdryck, till fisk- och kycklingrätter eller sallader.","Fruktig smak med inslag av jordgubbar, persika och blodapelsin.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/spring-village-463704,https://product-cdn.systembolaget.se/productimages/1076584/1076584,Grenache---Syrah
"Navajas, Navajas",Bodegas Navajas,2016,14.0,750.0,95.0,Spanien,Rioja,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig, något utvecklad smak med fatkaraktär, inslag av mörka körsbär, plommon, korinter, choklad, kryddnejlika, dill och vanilj.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/navajas-2265201,https://product-cdn.systembolaget.se/productimages/13336/13336,Mazuelo---Garnacha---Tempranillo
"Marie d'Alsace, Marie d'Alsace",Jean Biecher,2019,12.5,750.0,89.0,Frankrike,Alsace,,Vitt vin,Druvigt & Blommigt,Serveras vid 8-10°C som sällskapsdryck eller till rätter av fisk eller till sallader.,"Druvig, blommig smak med inslag av päron, aprikos, rosor, honung och kryddor.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/marie-d'alsace-1224401,https://product-cdn.systembolaget.se/productimages/14872/14872,Pinot blanc---Gewurztraminer
"Girasol, Girasol",Hacienda 200 Barricas,2019,13.0,750.0,69.0,Spanien,Kastilien-La Mancha,VdlT Castilla,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk eller skaldjur, eller till sallader.","Fruktig, ungdomlig smak med inslag av päron, honungsmelon, persika och citrus.",0.0%,8.333333333333332%,75.0%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/girasol-2234901,https://sb-product-media-prod.azureedge.net/productimages/24471230/24471230,Verdejo
"Saint Clair, Saint Clair",Saint Clair Family Estate,2018,12.5,750.0,99.0,Nya Zeeland,Marlborough,,Vitt vin,Friskt & Fruktigt,"Serveras vid 8-10°C till rätter av fisk och skaldjur, eller till syrliga getostar.","Aromatisk, mycket frisk smak med inslag av päron, lime, svartvinbärsblad, krusbär och nässlor.",0.0%,8.333333333333332%,83.33333333333334%,25.0%,0.0%,https://www.systembolaget.se/produkt/vin/saint-clair-1200001,https://product-cdn.systembolaget.se/productimages/190680/190680,Sauvignon blanc
"Tommasi Graticcio Appassionato, Tommasi Graticcio Appassionato",Tommasi Viticoltori,2018,13.0,750.0,99.0,Italien,,,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig smak med inslag av fat, körsbär, kanel, hallon och kryddnejlika.",0.0%,0.0%,75.0%,58.333333333333336%,50.0%,https://www.systembolaget.se/produkt/vin/tommasi-graticcio-appassionato-535401,https://product-cdn.systembolaget.se/productimages/584124/584124,Merlot---Corvina veronese---Rondinella
"Spring Village, Spring Village",Spendrups,2018,12.5,750.0,75.0,USA,Kalifornien,,Rött vin,Fruktigt & Smakrikt,"Serveras vid 16-18°C till vegetariska rätter, eller till rätter av ljust kött.","Mycket fruktig smak med sötma, inslag av fat, körsbär, katrinplommon, sötlakrits och vanilj.",0.0%,0.0%,75.0%,50.0%,33.33333333333333%,https://www.systembolaget.se/produkt/vin/spring-village-671101,https://product-cdn.systembolaget.se/productimages/585914/585914,Merlot
"M de Minuty, M de Minuty",Château Minuty,2019,12.5,750.0,139.0,Frankrike,Provence,Côtes de Provence,Rosévin,Friskt & Bärigt,"Serveras vid cirka 8°C som sällskapsdryck, till fisk- och kycklingrätter eller sallader.","Bärig, mycket frisk smak med inslag av smultron, röda vinbär, färska örter och blodgrapefrukt.",0.0%,8.333333333333332%,83.33333333333334%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/m-de-minuty-259001,https://product-cdn.systembolaget.se/productimages/598914/598914,Cinsault---Grenache---Syrah
"Grand Sud, Grand Sud",Les Grands Chais de France,2019,13.0,1000.0,83.0,Frankrike,Languedoc-Roussillon,Pays d'Oc,Rött vin,Fruktigt & Smakrikt,"Serveras vid cirka 16°C till rätter av fläsk- eller lammkött, eller till vegetariska rätter.","Mycket fruktig smak med inslag av björnbär, lakrits, skogshallon och örter.",0.0%,0.0%,75.0%,50.0%,50.0%,https://www.systembolaget.se/produkt/vin/grand-sud-7494401,https://product-cdn.systembolaget.se/productimages/647613/647613,Merlot
"Côtes-du-Rhône, Côtes-du-Rhône",E Guigal,2016,14.0,750.0,129.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,Kryddigt & Mustigt,"Serveras vid 16-18°C till rätter av lamm- eller nötkött, gärna grytor eller stekar.","Kryddig smak med fatkaraktär, inslag av björnbär, lagerblad, hallon, svartpeppar, lakrits och vanilj.",0.0%,0.0%,75.0%,66.66666666666666%,66.66666666666666%,https://www.systembolaget.se/produkt/vin/côtes-du-rhône-201101,https://product-cdn.systembolaget.se/productimages/7609/7609,Syrah---Grenache---Mourvèdre
"Terre de Mistral, Terre de Mistral",Les Vignerons d'Estezargues,2019,15.0,750.0,99.0,Frankrike,Rhonedalen,Côtes du Rhône,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till rätter av lamm- eller nötkött.,"Kryddig smak med inslag av björnbär, skogshallon, svartpeppar, viol och blåbär.",0.0%,0.0%,83.33333333333334%,58.333333333333336%,58.333333333333336%,https://www.systembolaget.se/produkt/vin/terre-de-mistral-216701,https://product-cdn.systembolaget.se/productimages/507128/507128,Grenache---Syrah---Mourvèdre---Carignan
"Bourgogne Rouge, Bourgogne Rouge",Labouré-Roi,2019,13.0,750.0,119.0,Frankrike,Bourgogne,,Rött vin,Mjukt & Bärigt,"Serveras vid 14-16°C till rätter av ljust kött eller stekt fisk, eller till vegetariska rätter.","Bärig smak med inslag av skogshallon, jordgubbar, färska örter och lingon.",0.0%,0.0%,83.33333333333334%,33.33333333333333%,33.33333333333333%,https://www.systembolaget.se/produkt/vin/bourgogne-rouge-547501,https://product-cdn.systembolaget.se/productimages/3042/3042,Pinot noir
"Asti Cinzano, Asti Cinzano",Cinzano,,7.0,750.0,79.0,Italien,Piemonte,Asti,Mousserande vin,Sött vitt,"Serveras vid 8-10°C som sällskapsdryck, eller till desserter innehållande bär eller frukt.","Fruktig, blommig, söt smak med inslag av honung, fläder, päron och citrusskal.",0.0%,75.0%,66.66666666666666%,33.33333333333333%,0.0%,https://www.systembolaget.se/produkt/vin/asti-cinzano-771101,https://product-cdn.systembolaget.se/productimages/4033/4033,
"Selvarossa, Selvarossa",Cantine Due Palme,2015,14.0,750.0,85.0,Italien,Apulien,Salice Salentino,Rött vin,Kryddigt & Mustigt,Serveras vid 16-18°C till smakrika rätter av lamm- eller nötkött.,"Kryddig smak med liten sötma, inslag av fat, körsbär, katrinplommon, vanilj och kryddpeppar.",0.0%,0.0%,75.0%,66.66666666666666%,50.0%,https://www.systembolaget.se/produkt/vin/selvarossa-3222801,https://product-cdn.systembolaget.se/productimages/41794/41794,Negroamaro---Malvasia
"Bristol Cream, Bristol Cream",Harvey & Son,,17.5,750.0,119.0,Spanien,Andalusien,Jerez,Aperitif & Dessert,Sherry & Montilla,Serveras vid cirka 14°C till desserter.,"Nyanserad, mycket söt smak med inslag av torkade  äpplen, russin, pomerans, nötter och choklad.",0.0%,83.33333333333334%,0.0%,75.0%,0.0%,https://www.systembolaget.se/produkt/vin/bristol-cream-822801,https://product-cdn.systembolaget.se/productimages/4190/4190,
